,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
49,frozenset({'Classic Vest'}),frozenset({'HL Road Tire'}),0.027984150569588907,0.03813769192669639,0.001981178801386825,0.07079646017699115,1.856338351913573,0.0009139278881335582,1.0351470553550792,0.4745859872611464
50,frozenset({'Classic Vest'}),frozenset({'Hydration Pack'}),0.027984150569588907,0.03442298167409609,0.0014858841010401188,0.053097345132743355,1.5424969758706306,0.0005225861988180143,1.019721524026422,0.3618259023354564
51,frozenset({'Hydration Pack'}),frozenset({'Classic Vest'}),0.03442298167409609,0.027984150569588907,0.0014858841010401188,0.043165467625899276,1.5424969758706306,0.0005225861988180143,1.0158661885024596,0.3642386936821406
52,frozenset({'Classic Vest'}),frozenset({'LL Road Tire'}),0.027984150569588907,0.04730064388311045,0.0012382367508667657,0.04424778761061946,0.9354584626789602,-8.543158959670172e-05,0.9968058077889677,-0.06627652488343337
53,frozenset({'LL Road Tire'}),frozenset({'Classic Vest'}),0.04730064388311045,0.027984150569588907,0.0012382367508667657,0.02617801047120419,0.9354584626789603,-8.543158959670172e-05,0.9981453077484329,-0.06752957145627315
54,frozenset({'Classic Vest'}),frozenset({'Mountain Bottle Cage'}),0.027984150569588907,0.09757305596830114,0.003467062902426944,0.1238938053097345,1.2697542787835225,0.0007365638126750791,1.030042875510929,0.21856232939035475
55,frozenset({'Mountain Bottle Cage'}),frozenset({'Classic Vest'}),0.09757305596830114,0.027984150569588907,0.003467062902426944,0.035532994923857864,1.2697542787835225,0.0007365638126750791,1.0078269596725842,0.23541633997177344
56,frozenset({'Mountain-200'}),frozenset({'Classic Vest'}),0.11367013372956909,0.027984150569588907,0.003714710252600297,0.032679738562091505,1.167794551448898,0.0005337481150467288,1.004854222721979,0.16211232187761934
57,frozenset({'Classic Vest'}),frozenset({'Mountain-200'}),0.027984150569588907,0.11367013372956909,0.003714710252600297,0.1327433628318584,1.167794551448898,0.0005337481150467288,1.02199260090366,0.14782165605095532
58,frozenset({'Road Bottle Cage'}),frozenset({'Classic Vest'}),0.07974244675581971,0.027984150569588907,0.002228826151560178,0.027950310559006212,0.998790743692629,-2.698485242107109e-06,0.9999651869539692,-0.0013139034878166481
59,frozenset({'Classic Vest'}),frozenset({'Road Bottle Cage'}),0.027984150569588907,0.07974244675581971,0.002228826151560178,0.07964601769911504,0.9987907436926291,-2.698485242107109e-06,0.9998952261210806,-0.001244027255506345
60,frozenset({'Road Tire Tube'}),frozenset({'Classic Vest'}),0.10946012877662209,0.027984150569588907,0.004952947003467063,0.04524886877828054,1.6169463020061665,0.0018897982784154784,1.018082951299151,0.4284482758620689
61,frozenset({'Classic Vest'}),frozenset({'Road Tire Tube'}),0.027984150569588907,0.10946012877662209,0.004952947003467063,0.17699115044247785,1.6169463020061663,0.0018897982784154784,1.0820538220241043,0.39253503184713373
62,frozenset({'Road-750'}),frozenset({'Classic Vest'}),0.06092124814264487,0.027984150569588907,0.003714710252600297,0.06097560975609756,2.178933736240017,0.002009880871689234,1.0351337617310872,0.5761603375527425
63,frozenset({'Classic Vest'}),frozenset({'Road-750'}),0.027984150569588907,0.06092124814264487,0.003714710252600297,0.1327433628318584,2.178933736240017,0.002009880871689234,1.0828152955089911,0.5566369426751592
64,frozenset({'Water Bottle'}),frozenset({'Classic Vest'}),0.2003467062902427,0.027984150569588907,0.007181773155027241,0.03584672435105068,1.280965247164094,0.001575240760079884,1.0081549002425674,0.27429224378210376
65,frozenset({'Classic Vest'}),frozenset({'Water Bottle'}),0.027984150569588907,0.2003467062902427,0.007181773155027241,0.2566371681415929,1.280965247164094,0.001575240760079884,1.075724073680983,0.22565341533055114
66,"frozenset({""Women's Mountain Shorts""})",frozenset({'Classic Vest'}),0.041604754829123326,0.027984150569588907,0.0012382367508667657,0.02976190476190476,1.0635271807838178,7.396302731774726e-05,1.0018322865295035,0.062325581395348745
67,frozenset({'Classic Vest'}),"frozenset({""Women's Mountain Shorts""})",0.027984150569588907,0.041604754829123326,0.0012382367508667657,0.04424778761061946,1.0635271807838178,7.396302731774726e-05,1.002765395410269,0.061452229299362976
68,frozenset({'Cycling Cap'}),frozenset({'Fender Set - Mountain'}),0.10326894502228826,0.0950965824665676,0.008172362555720654,0.07913669064748202,0.8321717625899282,-0.0016481611908268166,0.9826685549777117,-0.18360696058537768
69,frozenset({'Fender Set - Mountain'}),frozenset({'Cycling Cap'}),0.0950965824665676,0.10326894502228826,0.008172362555720654,0.08593750000000001,0.8321717625899282,-0.0016481611908268166,0.9810391028815992,-0.18225097656249983
70,frozenset({'Cycling Cap'}),frozenset({'Long-Sleeve Logo Jersey'}),0.10326894502228826,0.08122833085685983,0.012877662209014363,0.12470023980815348,1.5351816108089138,0.0044892981755050645,1.0496651672128479,0.38875788668663563
71,frozenset({'Long-Sleeve Logo Jersey'}),frozenset({'Cycling Cap'}),0.08122833085685983,0.10326894502228826,0.012877662209014363,0.15853658536585363,1.5351816108089136,0.0044892981755050645,1.065680384176411,0.3794318888658512
72,frozenset({'Cycling Cap'}),frozenset({'Mountain Bottle Cage'}),0.10326894502228826,0.09757305596830114,0.01188707280832095,0.11510791366906475,1.1797100390753388,0.0018108062558738047,1.0198158148000498,0.1698771057718862
73,frozenset({'Mountain Bottle Cage'}),frozenset({'Cycling Cap'}),0.09757305596830114,0.10326894502228826,0.01188707280832095,0.12182741116751268,1.1797100390753388,0.0018108062558738047,1.021133051043984,0.16880488474204167
74,frozenset({'Mountain-400-W'}),frozenset({'Cycling Cap'}),0.023278850916295196,0.10326894502228826,0.004210004952947003,0.18085106382978722,1.7512628195316087,0.00180602257749007,1.0947106385442196,0.4392077317742513
75,frozenset({'Cycling Cap'}),frozenset({'Mountain-400-W'}),0.10326894502228826,0.023278850916295196,0.004210004952947003,0.0407673860911271,1.751262819531609,0.00180602257749007,1.0182317979197621,0.47838588625176665
76,frozenset({'Cycling Cap'}),frozenset({'Mountain-500'}),0.10326894502228826,0.02105002476473502,0.001981178801386825,0.019184652278177457,0.9113838341091831,-0.000192635048760402,0.9980981410100378,-0.09782304026908356
77,frozenset({'Mountain-500'}),frozenset({'Cycling Cap'}),0.02105002476473502,0.10326894502228826,0.001981178801386825,0.09411764705882351,0.9113838341091831,-0.000192635048760402,0.989897917832539,-0.09034948942902356
78,frozenset({'Road Bottle Cage'}),frozenset({'Cycling Cap'}),0.07974244675581971,0.10326894502228826,0.011639425458147598,0.14596273291925468,1.4134232986281785,0.0034045071081781047,1.0499905443739026,0.31784348304056076
79,frozenset({'Cycling Cap'}),frozenset({'Road Bottle Cage'}),0.10326894502228826,0.07974244675581971,0.011639425458147598,0.11270983213429257,1.4134232986281783,0.0034045071081781047,1.0371551343319545,0.3261823758571455
80,frozenset({'Road-250'}),frozenset({'Cycling Cap'}),0.028727092620108963,0.10326894502228826,0.0027241208519068845,0.09482758620689655,0.9182584966509552,-0.00024249569652933086,0.9906743083563292,-0.08395617462204856
81,frozenset({'Cycling Cap'}),frozenset({'Road-250'}),0.10326894502228826,0.028727092620108963,0.0027241208519068845,0.026378896882494004,0.9182584966509552,-0.00024249569652933086,0.9975881831956023,-0.09030489893799244
82,frozenset({'Road-350-W'}),frozenset({'Cycling Cap'}),0.043833580980683504,0.10326894502228826,0.004952947003467063,0.11299435028248588,1.0941755070519856,0.00042629933904283785,1.0109643103888852,0.0900155400155401
83,frozenset({'Cycling Cap'}),frozenset({'Road-350-W'}),0.10326894502228826,0.043833580980683504,0.004952947003467063,0.047961630695443645,1.0941755070519856,0.00042629933904283785,1.004336011917015,0.09598177299088657
84,frozenset({'Cycling Cap'}),frozenset({'Road-550-W'}),0.10326894502228826,0.04358593363051015,0.003714710252600297,0.03597122302158273,0.8252943100065402,-0.0007863631312339603,0.9921011583982022,-0.19098261763260188
85,frozenset({'Road-550-W'}),frozenset({'Cycling Cap'}),0.04358593363051015,0.10326894502228826,0.003714710252600297,0.08522727272727272,0.8252943100065402,-0.0007863631312339603,0.9802774265594861,-0.18122455902306636
86,frozenset({'Cycling Cap'}),frozenset({'Short-Sleeve Classic Jersey'}),0.10326894502228826,0.07157008420009905,0.015601783060921248,0.1510791366906475,2.110925792238182,0.008210815970420678,1.0936589686117477,0.5868807616943491
87,frozenset({'Short-Sleeve Classic Jersey'}),frozenset({'Cycling Cap'}),0.07157008420009905,0.10326894502228826,0.015601783060921248,0.2179930795847751,2.110925792238182,0.008210815970420678,1.146704756144065,0.5668432216845127
88,frozenset({'Cycling Cap'}),frozenset({'Touring Tire'}),0.10326894502228826,0.04259534422981674,0.004210004952947003,0.0407673860911271,0.9570854943951815,-0.00018877130852738497,0.9980943536404161,-0.04762125783244369
89,frozenset({'Touring Tire'}),frozenset({'Cycling Cap'}),0.04259534422981674,0.10326894502228826,0.004210004952947003,0.09883720930232558,0.9570854943951815,-0.00018877130852738497,0.9950822029430091,-0.04473837209302323
90,frozenset({'Touring Tire Tube'}),frozenset({'Cycling Cap'}),0.06240713224368499,0.10326894502228826,0.007677067855373947,0.12301587301587301,1.1912184538083819,0.0012323491467021693,1.022516859069608,0.17120801595010487
91,frozenset({'Cycling Cap'}),frozenset({'Touring Tire Tube'}),0.10326894502228826,0.06240713224368499,0.007677067855373947,0.07434052757793765,1.1912184538083819,0.0012323491467021693,1.0128917768248273,0.17900954111767384
92,frozenset({'Cycling Cap'}),frozenset({'Touring-1000'}),0.10326894502228826,0.06587419514611194,0.01188707280832095,0.11510791366906475,1.7473900578785093,0.0050843141713896286,1.05563810467228,0.47697459265396297
93,frozenset({'Touring-1000'}),frozenset({'Cycling Cap'}),0.06587419514611194,0.10326894502228826,0.01188707280832095,0.18045112781954886,1.7473900578785093,0.0050843141713896286,1.094176424881061,0.45788043478260865
94,frozenset({'Cycling Cap'}),frozenset({'Touring-2000'}),0.10326894502228826,0.014363546310054482,0.0014858841010401188,0.014388489208633094,1.001736541801042,2.5758268220111343e-06,1.000025307028485,0.0019331676332505073
95,frozenset({'Touring-2000'}),frozenset({'Cycling Cap'}),0.014363546310054482,0.10326894502228826,0.0014858841010401188,0.10344827586206896,1.001736541801042,2.5758268220111343e-06,1.0002000228597554,0.001758793969849268
96,frozenset({'Touring-3000'}),frozenset({'Cycling Cap'}),0.022535908865775136,0.10326894502228826,0.003714710252600297,0.16483516483516483,1.5961736105620998,0.0013874507189132659,1.0737174474075233,0.38211299721307324
97,frozenset({'Cycling Cap'}),frozenset({'Touring-3000'}),0.10326894502228826,0.022535908865775136,0.003714710252600297,0.03597122302158273,1.5961736105620996,0.0013874507189132659,1.0139366318481884,0.4165147749240541
98,frozenset({'Water Bottle'}),frozenset({'Cycling Cap'}),0.2003467062902427,0.10326894502228826,0.03318474492322932,0.16563658838071693,1.603934157988813,0.012495151925945715,1.0747487755214353,0.4708703309097128
99,frozenset({'Cycling Cap'}),frozenset({'Water Bottle'}),0.10326894502228826,0.2003467062902427,0.03318474492322932,0.3213429256594724,1.603934157988813,0.012495151925945715,1.178287715466321,0.4198951390520472
100,"frozenset({""Women's Mountain Shorts""})",frozenset({'Cycling Cap'}),0.041604754829123326,0.10326894502228826,0.010401188707280832,0.25,2.420863309352518,0.006104709568166313,1.195641406636949,0.6124031007751939
101,frozenset({'Cycling Cap'}),"frozenset({""Women's Mountain Shorts""})",0.10326894502228826,0.041604754829123326,0.010401188707280832,0.10071942446043165,2.420863309352518,0.006104709568166313,1.065735512630015,0.6545153272576637
102,frozenset({'HL Mountain Tire'}),frozenset({'Fender Set - Mountain'}),0.0633977216443784,0.0950965824665676,0.009162951956414067,0.14453125,1.51983642578125,0.003134045291866938,1.057786643326752,0.36518644503837533
103,frozenset({'Fender Set - Mountain'}),frozenset({'HL Mountain Tire'}),0.0950965824665676,0.0633977216443784,0.009162951956414067,0.09635416666666667,1.5198364257812502,0.003134045291866938,1.0364705328200539,0.3779789641858608
104,frozenset({'Half-Finger Gloves'}),frozenset({'Fender Set - Mountain'}),0.0638930163447251,0.0950965824665676,0.007429420505200594,0.11627906976744186,1.2227470930232558,0.0013534130073366915,1.0239696566825682,0.19460317460317472
105,frozenset({'Fender Set - Mountain'}),frozenset({'Half-Finger Gloves'}),0.0950965824665676,0.0638930163447251,0.007429420505200594,0.078125,1.222747093023256,0.0013534130073366915,1.0154380839650439,0.2013136288998359
106,frozenset({'Fender Set - Mountain'}),frozenset({'Hydration Pack'}),0.0950965824665676,0.03442298167409609,0.006686478454680535,0.0703125,2.042603417266187,0.0034129705391647103,1.0386038516446698,0.5640698169433801
107,frozenset({'Hydration Pack'}),frozenset({'Fender Set - Mountain'}),0.03442298167409609,0.0950965824665676,0.006686478454680535,0.19424460431654675,2.042603417266187,0.0034129705391647103,1.1230497771173849,0.5286255735088768
108,frozenset({'Fender Set - Mountain'}),frozenset({'Long-Sleeve Logo Jersey'}),0.0950965824665676,0.08122833085685983,0.013125309559187717,0.13802083333333334,1.699171112804878,0.0054007728952367075,1.0658861660150025,0.45472007931344305
109,frozenset({'Long-Sleeve Logo Jersey'}),frozenset({'Fender Set - Mountain'}),0.08122833085685983,0.0950965824665676,0.013125309559187717,0.16158536585365854,1.699171112804878,0.0054007728952367075,1.0793029852762395,0.44785638000305145
110,frozenset({'Fender Set - Mountain'}),frozenset({'Mountain Bottle Cage'}),0.0950965824665676,0.09757305596830114,0.019068845963348194,0.20052083333333337,2.0550840736040614,0.009789981799943628,1.128768555401213,0.5673554688333015
111,frozenset({'Mountain Bottle Cage'}),frozenset({'Fender Set - Mountain'}),0.09757305596830114,0.0950965824665676,0.019068845963348194,0.19543147208121828,2.055084073604061,0.009789981799943628,1.1247064558617423,0.568912426760945
112,frozenset({'Fender Set - Mountain'}),frozenset({'Mountain Tire Tube'}),0.0950965824665676,0.13719663199603765,0.012134720158494304,0.12760416666666669,0.9300823555956679,-0.0009122106702522184,0.9890044576523033,-0.0767017326732674
113,frozenset({'Mountain Tire Tube'}),frozenset({'Fender Set - Mountain'}),0.13719663199603765,0.0950965824665676,0.012134720158494304,0.08844765342960288,0.9300823555956679,-0.0009122106702522184,0.992705927353508,-0.08014440433213003
114,frozenset({'Fender Set - Mountain'}),frozenset({'Mountain-200'}),0.0950965824665676,0.11367013372956909,0.03516592372461615,0.3697916666666667,3.2531998910675384,0.02435628247841641,1.406407721685312,0.7653969795786212
115,frozenset({'Mountain-200'}),frozenset({'Fender Set - Mountain'}),0.11367013372956909,0.0950965824665676,0.03516592372461615,0.3093681917211329,3.2531998910675384,0.02435628247841641,1.3102544752297962,0.7814363127634204
116,frozenset({'Mountain-400-W'}),frozenset({'Fender Set - Mountain'}),0.023278850916295196,0.0950965824665676,0.002228826151560178,0.09574468085106383,1.006815159574468,1.5086985671779098e-05,1.000716720566384,0.006930358350236547
117,frozenset({'Fender Set - Mountain'}),frozenset({'Mountain-400-W'}),0.0950965824665676,0.023278850916295196,0.002228826151560178,0.0234375,1.006815159574468,1.5086985671779098e-05,1.0001624566617138,0.007480386790731511
118,frozenset({'Fender Set - Mountain'}),frozenset({'Mountain-500'}),0.0950965824665676,0.02105002476473502,0.005200594353640416,0.0546875,2.5979779411764703,0.0031988089376775017,1.0355834448769745,0.6797247634686058
119,frozenset({'Mountain-500'}),frozenset({'Fender Set - Mountain'}),0.02105002476473502,0.0950965824665676,0.005200594353640416,0.24705882352941175,2.5979779411764707,0.0031988089376775017,1.20182485141159,0.6283112283618228
120,frozenset({'Fender Set - Mountain'}),frozenset({'Racing Socks'}),0.0950965824665676,0.025755324418028726,0.004952947003467063,0.052083333333333336,2.022235576923077,0.0025037036709947918,1.02777460281175,0.5586206896551724
121,frozenset({'Racing Socks'}),frozenset({'Fender Set - Mountain'}),0.025755324418028726,0.0950965824665676,0.004952947003467063,0.19230769230769232,2.022235576923077,0.0025037036709947918,1.1203566121842496,0.5188612099644129
122,frozenset({'Fender Set - Mountain'}),frozenset({'Short-Sleeve Classic Jersey'}),0.0950965824665676,0.07157008420009905,0.0064388311045071814,0.06770833333333333,0.9460423875432525,-0.0003672393097667254,0.9958577867797821,-0.05929182509505698
123,frozenset({'Short-Sleeve Classic Jersey'}),frozenset({'Fender Set - Mountain'}),0.07157008420009905,0.0950965824665676,0.0064388311045071814,0.08996539792387544,0.9460423875432526,-0.0003672393097667254,0.9943615500652546,-0.0578763217413156
124,frozenset({'Fender Set - Mountain'}),frozenset({'Sport-100'}),0.0950965824665676,0.2766220901436355,0.022783556215948488,0.23958333333333334,0.8661034019695613,-0.003522259191470041,0.9512914978933014,-0.1459146341463415
125,frozenset({'Sport-100'}),frozenset({'Fender Set - Mountain'}),0.2766220901436355,0.0950965824665676,0.022783556215948488,0.08236347358997313,0.8661034019695613,-0.003522259191470041,0.9861240169608233,-0.17608319740989206
126,frozenset({'Water Bottle'}),frozenset({'Fender Set - Mountain'}),0.2003467062902427,0.0950965824665676,0.01634472511144131,0.0815822002472188,0.8578878244746602,-0.0027075619651939567,0.9852851477584749,-0.17160715535135393
127,frozenset({'Fender Set - Mountain'}),frozenset({'Water Bottle'}),0.0950965824665676,0.2003467062902427,0.01634472511144131,0.17187500000000003,0.8578878244746602,-0.0027075619651939567,0.9656190716495183,-0.15473586810228807
